first_name,last_name,email,salary,country,date_of_birth,gender,phone_number,joining_date,status,department,job_title
Emily,Anderson,emily.anderson2934@example.com,52280.73,Germany,1986-07-05,Other,+11107147129,2022-11-26,Active,Sales,Software Engineer
Joseph,Hernandez,joseph.hernandez2935@example.com,89449.43,France,1981-11-19,Other,+19195063616,2023-08-11,On Leave,Human Resources,Software Engineer
Sophia,Johnson,sophia.johnson2936@example.com,50028.27,Germany,1998-11-26,Male,+12872396434,2019-04-04,Active,Data,Product Manager
Charles,Thomas,charles.thomas2937@example.com,68459.96,Germany,1985-02-15,Male,+18959372531,2020-05-23,Active,Marketing,Sales Representative
Michael,Wilson,michael.wilson2938@example.com,107999.56,Germany,1987-06-27,Male,+11781754333,2016-11-09,Terminated,Data,Software Engineer
Sophia,Davis,sophia.davis2939@example.com,101774.29,India,1984-07-02,Male,+11950172632,2017-05-24,Active,Marketing,Marketing Analyst
Isabella,Rodriguez,isabella.rodriguez2940@example.com,142236.18,Brazil,1982-06-26,Male,+11684239110,2020-05-24,Active,Sales,QA Engineer
Sarah,Wilson,sarah.wilson2941@example.com,68159.79,Australia,1991-08-22,Other,+15223592639,2017-12-30,Suspended,Marketing,Data Scientist
Ava,Williams,ava.williams2942@example.com,142005.28,Germany,1975-05-03,Male,+14821749982,2018-03-15,On Leave,Engineering,DevOps Engineer
Jane,Thomas,jane.thomas2943@example.com,107562.99,France,1976-05-22,Female,+18473104329,2014-08-05,Active,Human Resources,Data Scientist
Alex,Smith,alex.smith2944@example.com,84368.44,France,1995-04-16,Female,+18179330327,2019-06-01,Suspended,Sales,Software Engineer
Ava,Wilson,ava.wilson2945@example.com,130194.9,South Africa,1981-04-17,Female,+14440304695,2015-05-12,Active,Product,Sales Representative
Emma,Jones,emma.jones2946@example.com,56689.81,UK,1990-11-17,Female,+19372169464,2021-10-30,Terminated,Product,Data Scientist
Emma,Rodriguez,emma.rodriguez2947@example.com,94524.8,France,1988-06-21,Other,+17451480529,2011-12-30,Terminated,Quality Assurance,HR Specialist
John,Taylor,john.taylor2948@example.com,61093.63,France,1984-01-13,Male,+15019816944,2022-02-14,Active,Sales,Data Scientist
Emma,Taylor,emma.taylor2949@example.com,101203.53,Japan,1981-02-21,Male,+12577008719,2013-01-24,On Leave,Data,Product Manager
Katie,Taylor,katie.taylor2950@example.com,46339.26,Brazil,1971-02-14,Male,+11475209994,2020-10-05,Active,Sales,Software Engineer
Olivia,Moore,olivia.moore2951@example.com,91406.39,Australia,2000-03-12,Other,+18815320969,2019-08-17,Active,Product,Marketing Analyst
Sophia,Thomas,sophia.thomas2952@example.com,143411.1,Canada,1973-06-02,Other,+17433079491,2010-03-15,Active,Sales,Marketing Analyst
James,Hernandez,james.hernandez2953@example.com,57503.42,Canada,1983-07-19,Male,+19068516470,2015-11-14,Suspended,Quality Assurance,QA Engineer
Emily,Moore,emily.moore2954@example.com,86711.15,USA,1975-10-15,Other,+11836953827,2023-04-16,Terminated,Product,QA Engineer
Laura,Anderson,laura.anderson2955@example.com,77782.3,Japan,1998-11-23,Male,+19205044271,2013-01-06,Suspended,Engineering,DevOps Engineer
Katie,Thomas,katie.thomas2956@example.com,109339.74,India,1993-03-14,Female,+16853492478,2022-03-07,Terminated,Marketing,DevOps Engineer
Charles,Thomas,charles.thomas2957@example.com,87606.88,Brazil,1970-11-03,Male,+15827118062,2023-03-25,On Leave,Marketing,HR Specialist
Laura,Martinez,laura.martinez2958@example.com,145839.73,Canada,1998-05-21,Other,+17517332880,2018-12-19,Active,Sales,QA Engineer
Emma,Gonzalez,emma.gonzalez2959@example.com,116826.57,Brazil,1971-10-31,Male,+16902435511,2013-12-31,Suspended,Operations,Sales Representative
Charles,Miller,charles.miller2960@example.com,144371.81,Japan,1982-02-02,Other,+12717275273,2010-04-01,Active,Human Resources,Sales Representative
Charles,Wilson,charles.wilson2961@example.com,141426.87,South Africa,1972-01-18,Female,+19758801268,2010-12-10,Terminated,Sales,DevOps Engineer
Sophia,Jones,sophia.jones2962@example.com,137555.48,South Africa,1985-05-12,Male,+19273267936,2018-05-09,On Leave,Marketing,QA Engineer
Emma,Smith,emma.smith2963@example.com,72953.86,USA,1976-09-21,Other,+11735618180,2011-09-04,Suspended,Quality Assurance,Data Scientist
Ava,Brown,ava.brown2964@example.com,55322.98,Canada,1987-08-11,Female,+15326707328,2018-06-07,On Leave,Marketing,HR Specialist
Emma,Wilson,emma.wilson2965@example.com,57623.94,India,1975-01-14,Female,+19157114936,2022-03-31,Active,Engineering,QA Engineer
James,Rodriguez,james.rodriguez2966@example.com,59863.46,Japan,1974-08-07,Male,+17642231241,2016-02-21,On Leave,Product,DevOps Engineer
William,Smith,william.smith2967@example.com,79328.11,Canada,1994-07-02,Female,+11015195093,2014-04-23,On Leave,Quality Assurance,HR Specialist
James,Davis,james.davis2968@example.com,105483.48,Japan,1987-10-18,Other,+16989693394,2016-10-01,Active,Human Resources,QA Engineer
David,Smith,david.smith2969@example.com,67120.46,UK,1992-03-24,Female,+14788379067,2011-07-16,On Leave,Marketing,Marketing Analyst
Ava,Thomas,ava.thomas2970@example.com,47276.01,Germany,1981-09-04,Male,+16450923526,2018-06-18,Terminated,Operations,QA Engineer
Chris,Miller,chris.miller2971@example.com,100241.92,USA,1991-02-28,Other,+16526997312,2013-01-20,Terminated,Marketing,HR Specialist
John,Martinez,john.martinez2972@example.com,97348.59,UK,1996-07-17,Other,+15970094128,2022-05-27,Suspended,Human Resources,Software Engineer
John,Rodriguez,john.rodriguez2973@example.com,144285.14,Australia,1976-01-01,Female,+14256691738,2013-07-22,Active,Sales,DevOps Engineer
Jane,Garcia,jane.garcia2974@example.com,124927.42,UK,1979-07-16,Male,+12461839454,2016-12-16,Active,Data,Product Manager
Chris,Wilson,chris.wilson2975@example.com,47032.11,UK,1997-03-27,Other,+15232934158,2010-03-12,On Leave,Marketing,HR Specialist
Charles,Davis,charles.davis2976@example.com,72651.79,Canada,1997-08-04,Other,+13312653076,2016-01-27,Active,Engineering,HR Specialist
Michael,Martinez,michael.martinez2977@example.com,61030.49,India,1982-03-23,Other,+12392969114,2015-05-30,Suspended,Data,HR Specialist
Charles,Martin,charles.martin2978@example.com,100889.02,Japan,1973-02-03,Female,+18948483032,2020-04-09,On Leave,Quality Assurance,QA Engineer
Olivia,Jackson,olivia.jackson2979@example.com,83313.54,Japan,1994-05-13,Male,+19997325475,2019-04-16,Suspended,Marketing,Software Engineer
Ava,Wilson,ava.wilson2980@example.com,72880.47,Australia,1980-12-30,Other,+13126845785,2017-10-16,Terminated,Data,QA Engineer
Emma,Williams,emma.williams2981@example.com,57277.11,Australia,1985-04-20,Male,+11176638719,2012-11-29,Active,Human Resources,Marketing Analyst
William,Martin,william.martin2982@example.com,149042.24,Australia,1977-07-28,Female,+11681982605,2013-05-29,Terminated,Engineering,Marketing Analyst
Jane,Williams,jane.williams2983@example.com,146096.9,Brazil,1971-08-21,Female,+12514753925,2013-02-17,Suspended,Quality Assurance,Software Engineer
Ava,Smith,ava.smith2984@example.com,131978.13,USA,1999-05-17,Other,+19284215131,2019-09-10,Active,Quality Assurance,Data Scientist
Ava,Garcia,ava.garcia2985@example.com,90487.02,Canada,1978-11-13,Male,+13309627127,2017-09-07,On Leave,Quality Assurance,Product Manager
Alex,Taylor,alex.taylor2986@example.com,125769.58,Germany,1974-05-21,Male,+15882574830,2023-05-22,On Leave,Product,Sales Representative
Michael,Hernandez,michael.hernandez2987@example.com,136909.83,USA,1998-07-13,Female,+19547860782,2011-11-18,Active,Product,QA Engineer
Isabella,Moore,isabella.moore2988@example.com,143680.69,USA,1986-07-21,Other,+15943799314,2015-05-02,Terminated,Data,DevOps Engineer
Laura,Martin,laura.martin2989@example.com,85018.23,Japan,1982-06-02,Other,+13082794096,2011-06-14,Active,Data,Software Engineer
Robert,Wilson,robert.wilson2990@example.com,91263.29,Brazil,1975-03-01,Other,+16219358173,2020-02-06,Active,Quality Assurance,Software Engineer
William,Wilson,william.wilson2991@example.com,112465.47,Japan,1977-08-31,Female,+19024491747,2013-06-22,Active,Engineering,Marketing Analyst
Alex,Hernandez,alex.hernandez2992@example.com,83796.62,Brazil,1993-09-20,Other,+12187903512,2021-06-29,On Leave,Data,Product Manager
John,Lopez,john.lopez2993@example.com,67598.2,Japan,1983-06-10,Other,+12076784006,2010-04-07,Suspended,Sales,Sales Representative
Joseph,Williams,joseph.williams2994@example.com,87434.5,Germany,1972-06-14,Female,+11549768029,2022-12-20,Suspended,Engineering,HR Specialist
Alex,Brown,alex.brown2995@example.com,84934.18,Japan,1974-12-08,Other,+19986316012,2023-04-04,Suspended,Quality Assurance,Data Scientist
John,Anderson,john.anderson2996@example.com,91227.0,Australia,1974-07-15,Male,+13131550500,2013-07-20,Terminated,Marketing,QA Engineer
Charles,Lopez,charles.lopez2997@example.com,136332.72,Japan,1988-10-23,Female,+13721356819,2019-10-14,Active,Operations,Data Scientist
Sophia,Hernandez,sophia.hernandez2998@example.com,127050.0,Australia,1995-03-17,Other,+13799084945,2015-01-28,Active,Marketing,Data Scientist
Katie,Garcia,katie.garcia2999@example.com,106407.25,Australia,1982-11-12,Male,+16176068755,2012-11-28,On Leave,Marketing,Marketing Analyst
Sarah,Rodriguez,sarah.rodriguez3000@example.com,128483.4,Japan,1985-07-31,Female,+16491690050,2016-10-27,On Leave,Quality Assurance,Product Manager
Olivia,Martinez,olivia.martinez3001@example.com,94826.97,Canada,1976-09-30,Male,+14551561431,2013-11-19,Terminated,Marketing,Sales Representative
James,Rodriguez,james.rodriguez3002@example.com,45154.51,Brazil,1981-08-21,Other,+11170553317,2019-03-19,Suspended,Product,Product Manager
Alex,Smith,alex.smith3003@example.com,111013.64,Germany,1995-07-08,Male,+16524096823,2015-10-27,Suspended,Human Resources,Sales Representative
Jane,Anderson,jane.anderson3004@example.com,64652.66,South Africa,1978-11-09,Female,+19517761664,2011-11-21,On Leave,Data,Sales Representative
James,Wilson,james.wilson3005@example.com,82308.0,Germany,1993-10-07,Other,+12032518914,2013-01-12,Suspended,Sales,Software Engineer
Isabella,Hernandez,isabella.hernandez3006@example.com,143379.36,Australia,1989-06-09,Male,+16652560908,2023-05-14,On Leave,Sales,Data Scientist
Joseph,Garcia,joseph.garcia3007@example.com,95894.97,India,1995-04-04,Female,+17288724827,2010-09-26,Suspended,Marketing,Product Manager
Sarah,Williams,sarah.williams3008@example.com,123271.94,South Africa,1971-12-31,Other,+18501355329,2010-02-19,Active,Engineering,Product Manager
Charles,Hernandez,charles.hernandez3009@example.com,50294.38,Japan,1991-02-12,Female,+16521048140,2010-02-14,Suspended,Operations,Data Scientist
David,Taylor,david.taylor3010@example.com,106477.8,Australia,1996-10-04,Female,+15484382797,2012-06-02,On Leave,Sales,Software Engineer
Ava,Davis,ava.davis3011@example.com,70241.8,Canada,1998-08-25,Female,+18975181273,2011-09-08,On Leave,Marketing,DevOps Engineer
Katie,Gonzalez,katie.gonzalez3012@example.com,87112.95,France,1978-06-20,Female,+11725256406,2011-08-16,Active,Sales,DevOps Engineer
William,Jones,william.jones3013@example.com,43412.57,Brazil,1998-08-29,Male,+19966959031,2011-07-20,Suspended,Engineering,Software Engineer
William,Thomas,william.thomas3014@example.com,100608.03,Australia,1976-01-17,Other,+14674175687,2013-10-14,Suspended,Human Resources,Product Manager
Robert,Wilson,robert.wilson3015@example.com,130535.17,Germany,1970-07-15,Female,+15790980469,2013-12-01,On Leave,Human Resources,Data Scientist
Katie,Smith,katie.smith3016@example.com,128747.69,Germany,1970-03-10,Other,+11236137907,2017-08-05,On Leave,Operations,Data Scientist
John,Martin,john.martin3017@example.com,79417.85,Brazil,1995-05-26,Female,+19667744547,2015-01-11,Suspended,Quality Assurance,DevOps Engineer
Jane,Moore,jane.moore3018@example.com,108074.05,USA,1978-03-19,Other,+14432982085,2014-08-21,Terminated,Data,QA Engineer
Michael,Wilson,michael.wilson3019@example.com,47614.55,South Africa,1986-01-12,Female,+12795788249,2018-12-25,Terminated,Data,Marketing Analyst
Katie,Gonzalez,katie.gonzalez3020@example.com,124045.53,South Africa,1988-11-24,Male,+12931675322,2022-11-25,Active,Quality Assurance,QA Engineer
William,Thomas,william.thomas3021@example.com,62099.02,Brazil,1992-12-09,Female,+16236128698,2020-11-23,On Leave,Product,HR Specialist
Robert,Moore,robert.moore3022@example.com,49240.95,USA,1997-05-14,Other,+17967019267,2023-05-17,Terminated,Human Resources,Sales Representative
Katie,Taylor,katie.taylor3023@example.com,51370.87,USA,1972-09-17,Other,+12071050637,2019-08-22,Terminated,Quality Assurance,DevOps Engineer
Sophia,Anderson,sophia.anderson3024@example.com,52739.67,UK,1974-08-04,Other,+14882750118,2019-01-01,On Leave,Marketing,Product Manager
Chris,Johnson,chris.johnson3025@example.com,67358.26,USA,1972-08-12,Male,+11123899105,2011-07-06,Suspended,Engineering,Marketing Analyst
John,Thomas,john.thomas3026@example.com,123436.9,Australia,1994-08-16,Male,+19152025233,2010-04-03,On Leave,Quality Assurance,QA Engineer
John,Jones,john.jones3027@example.com,53863.51,India,1981-08-24,Other,+16786182618,2010-12-08,On Leave,Engineering,Marketing Analyst
Sophia,Moore,sophia.moore3028@example.com,143559.84,Brazil,1988-05-05,Female,+17566833124,2022-09-15,Terminated,Data,Product Manager
Joseph,Wilson,joseph.wilson3029@example.com,95586.4,Canada,1975-09-11,Male,+19305965014,2013-03-12,Suspended,Data,HR Specialist
Ava,Anderson,ava.anderson3030@example.com,131332.13,Germany,1991-12-13,Male,+12019007457,2016-05-30,Terminated,Engineering,Product Manager
Ava,Garcia,ava.garcia3031@example.com,78332.77,UK,1972-10-21,Female,+14278664000,2013-06-15,Suspended,Marketing,Software Engineer
James,Gonzalez,james.gonzalez3032@example.com,131752.0,Australia,1994-03-12,Female,+11990463845,2023-05-08,Active,Engineering,Sales Representative
Alex,Moore,alex.moore3033@example.com,67860.31,USA,1986-06-23,Female,+19591619108,2022-06-19,On Leave,Marketing,Software Engineer
William,Martinez,william.martinez3034@example.com,45731.92,Japan,1992-10-11,Male,+18181284982,2021-09-21,On Leave,Product,QA Engineer
Michael,Jackson,michael.jackson3035@example.com,58139.9,Canada,1980-07-16,Female,+16493079984,2019-04-29,On Leave,Marketing,Data Scientist
Robert,Gonzalez,robert.gonzalez3036@example.com,98640.65,Canada,1999-04-04,Female,+11430067884,2013-08-31,On Leave,Marketing,HR Specialist
Isabella,Taylor,isabella.taylor3037@example.com,57543.56,USA,1977-01-10,Male,+14827476828,2014-03-15,Suspended,Data,Marketing Analyst
Olivia,Moore,olivia.moore3038@example.com,75498.21,Japan,1984-09-08,Male,+17735486352,2011-11-18,On Leave,Engineering,Product Manager
James,Martin,james.martin3039@example.com,43752.86,Japan,1983-05-16,Female,+11154397403,2023-05-31,Active,Quality Assurance,Data Scientist
David,Brown,david.brown3040@example.com,86708.3,Canada,1974-04-27,Male,+19536664449,2017-03-10,Suspended,Sales,QA Engineer
Michael,Moore,michael.moore3041@example.com,108326.08,South Africa,1983-03-09,Female,+12959945575,2019-02-05,On Leave,Sales,Product Manager
Jane,Martin,jane.martin3042@example.com,80714.6,Japan,1985-10-06,Other,+18223339269,2017-01-28,Active,Human Resources,DevOps Engineer
Joseph,Smith,joseph.smith3043@example.com,66987.91,South Africa,1985-06-09,Other,+16768511793,2015-12-30,Active,Human Resources,Sales Representative
Emma,Miller,emma.miller3044@example.com,79828.93,Japan,1975-02-10,Male,+15007480280,2014-11-13,Active,Operations,Sales Representative
John,Rodriguez,john.rodriguez3045@example.com,89897.0,India,1976-05-30,Other,+13642601119,2017-09-25,Active,Human Resources,Product Manager
William,Davis,william.davis3046@example.com,46314.77,UK,1982-04-15,Male,+17207889145,2019-08-26,Active,Quality Assurance,Product Manager
Michael,Williams,michael.williams3047@example.com,78968.23,South Africa,1992-07-22,Male,+13199974468,2014-06-15,Terminated,Human Resources,QA Engineer
John,Lopez,john.lopez3048@example.com,54510.92,Brazil,1996-01-20,Other,+12312829633,2012-06-29,On Leave,Sales,HR Specialist
Charles,Jones,charles.jones3049@example.com,88400.78,Canada,1976-10-06,Female,+19596703507,2023-01-27,Active,Product,HR Specialist
Chris,Brown,chris.brown3050@example.com,53178.54,Brazil,1990-12-05,Other,+12826175278,2010-07-21,Active,Product,Product Manager
Michael,Moore,michael.moore3051@example.com,133950.36,Canada,1992-12-03,Female,+15516430148,2016-09-25,Active,Operations,Product Manager
Michael,Martinez,michael.martinez3052@example.com,110354.46,Japan,1991-09-09,Female,+17645437465,2012-01-05,Suspended,Quality Assurance,Marketing Analyst
Sophia,Smith,sophia.smith3053@example.com,88352.44,Australia,1999-03-22,Female,+15878838956,2022-06-09,Active,Product,Product Manager
Katie,Davis,katie.davis3054@example.com,111471.11,South Africa,1997-07-08,Male,+11526075503,2017-04-13,Terminated,Marketing,Software Engineer
Laura,Wilson,laura.wilson3055@example.com,110488.31,India,1982-08-13,Other,+13213004126,2016-09-06,Terminated,Engineering,Marketing Analyst
David,Gonzalez,david.gonzalez3056@example.com,118734.18,Japan,1984-10-18,Female,+15530454482,2014-01-15,Terminated,Operations,HR Specialist
Chris,Jackson,chris.jackson3057@example.com,139042.5,South Africa,1973-02-03,Female,+14832133412,2014-03-25,Suspended,Product,DevOps Engineer
Charles,Lopez,charles.lopez3058@example.com,60582.06,UK,1971-07-23,Male,+16800263385,2016-06-20,On Leave,Operations,Sales Representative
Sarah,Brown,sarah.brown3059@example.com,119790.47,Australia,1974-11-24,Other,+16684064737,2010-05-05,Active,Operations,Product Manager
Katie,Martinez,katie.martinez3060@example.com,82957.02,India,1999-12-10,Other,+13612190085,2014-10-14,On Leave,Data,QA Engineer
Joseph,Thomas,joseph.thomas3061@example.com,124522.68,South Africa,2000-04-07,Other,+18128013992,2019-12-27,Terminated,Sales,DevOps Engineer
Charles,Brown,charles.brown3062@example.com,59369.18,Japan,1986-02-07,Female,+14537353197,2022-05-04,Terminated,Human Resources,QA Engineer
Chris,Wilson,chris.wilson3063@example.com,77724.06,USA,1973-02-01,Other,+16751752136,2017-02-11,Terminated,Sales,Software Engineer
Ava,Garcia,ava.garcia3064@example.com,129758.64,South Africa,1995-06-08,Female,+19953208994,2017-02-18,Active,Engineering,Software Engineer
Jane,Hernandez,jane.hernandez3065@example.com,97210.78,India,1970-08-01,Other,+19282147737,2011-05-13,On Leave,Product,QA Engineer
Jane,Davis,jane.davis3066@example.com,124381.53,Brazil,1995-02-19,Female,+19801273216,2018-08-12,Terminated,Sales,Sales Representative
William,Lopez,william.lopez3067@example.com,44951.98,Australia,1986-10-14,Male,+19735429000,2010-09-03,Terminated,Data,HR Specialist
Katie,Rodriguez,katie.rodriguez3068@example.com,60258.81,Germany,1993-03-14,Other,+15917371339,2016-01-07,Suspended,Quality Assurance,Software Engineer
Michael,Rodriguez,michael.rodriguez3069@example.com,119376.76,France,1972-10-19,Male,+12844057652,2023-01-16,On Leave,Product,HR Specialist
Robert,Garcia,robert.garcia3070@example.com,109642.36,Canada,1981-08-02,Male,+14041462244,2013-09-02,On Leave,Marketing,Product Manager
Sophia,Moore,sophia.moore3071@example.com,130568.61,South Africa,1977-07-14,Other,+15585713389,2010-02-26,Terminated,Marketing,Sales Representative
John,Johnson,john.johnson3072@example.com,133679.95,Australia,2000-09-08,Other,+15966968936,2020-01-05,On Leave,Operations,QA Engineer
John,Jones,john.jones3073@example.com,90843.31,Brazil,1987-05-20,Male,+12514707755,2017-01-10,On Leave,Operations,HR Specialist
James,Davis,james.davis3074@example.com,101181.93,Germany,1993-06-27,Male,+18865875467,2011-07-16,Active,Quality Assurance,HR Specialist
Alex,Brown,alex.brown3075@example.com,93587.6,Germany,1977-09-20,Female,+14384646263,2013-10-01,Active,Data,Data Scientist
Sarah,Martin,sarah.martin3076@example.com,60667.33,USA,1983-06-04,Female,+14019548133,2021-02-13,Terminated,Engineering,Sales Representative
Robert,Brown,robert.brown3077@example.com,53263.95,South Africa,1977-06-14,Male,+14111827560,2020-02-13,Active,Operations,Sales Representative
Chris,Rodriguez,chris.rodriguez3078@example.com,95890.08,Brazil,1997-03-22,Male,+19966369681,2010-07-25,Terminated,Human Resources,DevOps Engineer
Ava,Martin,ava.martin3079@example.com,79667.78,Japan,1974-01-21,Male,+14558705382,2022-12-16,Suspended,Operations,Marketing Analyst
Michael,Wilson,michael.wilson3080@example.com,60538.87,USA,2000-01-20,Female,+19117232801,2014-09-20,On Leave,Human Resources,Product Manager
Joseph,Jones,joseph.jones3081@example.com,100443.68,Brazil,1987-07-05,Other,+18389328925,2015-04-28,Terminated,Product,DevOps Engineer
Joseph,Jackson,joseph.jackson3082@example.com,44904.49,Brazil,1978-07-28,Female,+15034668831,2015-05-24,Terminated,Data,Software Engineer
Robert,Hernandez,robert.hernandez3083@example.com,125403.14,Japan,1987-04-15,Male,+13151522551,2013-04-23,Active,Engineering,Software Engineer
William,Wilson,william.wilson3084@example.com,87641.21,Germany,1982-11-27,Other,+15447667615,2023-03-14,Active,Operations,HR Specialist
Chris,Anderson,chris.anderson3085@example.com,84104.77,Australia,1984-12-04,Female,+17735432230,2010-06-05,Active,Marketing,Data Scientist
Jane,Wilson,jane.wilson3086@example.com,125621.06,Germany,1971-03-29,Other,+13522915864,2020-01-29,Terminated,Human Resources,QA Engineer
Charles,Johnson,charles.johnson3087@example.com,45369.72,Germany,1980-08-13,Other,+12621273234,2018-03-07,Suspended,Quality Assurance,HR Specialist
Katie,Lopez,katie.lopez3088@example.com,125631.92,South Africa,1992-06-27,Other,+19342129610,2016-07-18,Suspended,Engineering,Sales Representative
Laura,Moore,laura.moore3089@example.com,144062.89,South Africa,1981-06-01,Female,+12111267788,2010-07-25,On Leave,Marketing,DevOps Engineer
Jane,Davis,jane.davis3090@example.com,132516.97,USA,1987-11-23,Male,+11172585165,2014-07-01,On Leave,Sales,Sales Representative
Sarah,Johnson,sarah.johnson3091@example.com,66231.93,UK,1980-10-03,Female,+19115938303,2011-05-17,Terminated,Product,DevOps Engineer
Michael,Hernandez,michael.hernandez3092@example.com,128488.67,USA,1989-05-26,Female,+11843358963,2018-11-14,Active,Operations,Marketing Analyst
Jane,Martinez,jane.martinez3093@example.com,124569.04,Australia,2000-03-26,Other,+15112688743,2015-05-02,Suspended,Data,DevOps Engineer
Jane,Moore,jane.moore3094@example.com,77378.4,USA,1994-06-02,Male,+14867353024,2019-07-02,On Leave,Operations,DevOps Engineer
Laura,Jones,laura.jones3095@example.com,145864.32,South Africa,1992-08-30,Other,+17295973619,2022-07-12,On Leave,Engineering,Sales Representative
Sarah,Taylor,sarah.taylor3096@example.com,99498.07,Canada,1998-03-27,Other,+16462097875,2012-07-09,Suspended,Operations,Sales Representative
Jane,Martinez,jane.martinez3097@example.com,61220.28,France,1991-09-21,Other,+13936280571,2023-12-08,Terminated,Sales,DevOps Engineer
James,Martinez,james.martinez3098@example.com,80332.83,Australia,1988-11-05,Other,+16665941420,2016-03-25,Suspended,Operations,Sales Representative
Michael,Martinez,michael.martinez3099@example.com,126922.31,Brazil,1981-11-17,Male,+14162202012,2015-03-19,Active,Quality Assurance,QA Engineer
William,Wilson,william.wilson3100@example.com,130952.13,South Africa,1986-07-23,Female,+15965619547,2017-10-05,Terminated,Product,DevOps Engineer
Sarah,Smith,sarah.smith3101@example.com,63243.65,UK,1991-12-04,Male,+19133234593,2017-02-03,Terminated,Marketing,Marketing Analyst
Michael,Gonzalez,michael.gonzalez3102@example.com,123590.15,UK,1981-09-22,Male,+11391010490,2019-11-05,Terminated,Quality Assurance,Software Engineer
Michael,Martinez,michael.martinez3103@example.com,146451.38,France,1979-11-26,Male,+18447332075,2017-05-03,On Leave,Engineering,HR Specialist
Sophia,Williams,sophia.williams3104@example.com,109523.46,Brazil,1994-05-28,Other,+16903987358,2019-07-10,Terminated,Engineering,HR Specialist
Michael,Johnson,michael.johnson3105@example.com,65585.02,France,1973-10-14,Other,+11838296087,2017-02-28,Active,Product,Data Scientist
Michael,Taylor,michael.taylor3106@example.com,66715.82,India,1986-12-20,Other,+18625576424,2016-05-26,Suspended,Engineering,Data Scientist
Joseph,Thomas,joseph.thomas3107@example.com,95891.97,Canada,1975-10-26,Other,+11223174945,2014-12-26,Terminated,Marketing,Product Manager
Michael,Lopez,michael.lopez3108@example.com,74317.92,India,1981-08-31,Female,+12905964484,2017-06-07,On Leave,Sales,DevOps Engineer
Charles,Garcia,charles.garcia3109@example.com,94362.76,Germany,1982-09-01,Female,+18955793081,2023-11-05,Suspended,Quality Assurance,Marketing Analyst
Sarah,Martinez,sarah.martinez3110@example.com,70371.23,France,1999-03-31,Male,+12765870594,2016-03-05,Active,Engineering,QA Engineer
Michael,Anderson,michael.anderson3111@example.com,123995.9,Germany,1975-09-04,Female,+15467101597,2022-12-20,Active,Human Resources,Sales Representative
Olivia,Thomas,olivia.thomas3112@example.com,110095.24,France,1970-12-08,Female,+19812157553,2020-01-10,Terminated,Data,Product Manager
Isabella,Hernandez,isabella.hernandez3113@example.com,63713.41,Japan,1984-11-08,Other,+16053699371,2020-05-17,On Leave,Sales,Software Engineer
Chris,Martinez,chris.martinez3114@example.com,106599.7,UK,1977-02-19,Other,+12335575574,2017-03-25,On Leave,Operations,HR Specialist
Robert,Lopez,robert.lopez3115@example.com,148876.21,India,1976-12-27,Other,+15334588841,2022-04-17,Active,Human Resources,Product Manager
Emma,Taylor,emma.taylor3116@example.com,135600.92,UK,1993-06-16,Male,+12387817452,2021-12-06,Terminated,Quality Assurance,QA Engineer
Robert,Lopez,robert.lopez3117@example.com,123244.52,Japan,1972-09-10,Male,+19488259089,2012-10-17,Active,Marketing,DevOps Engineer
William,Jackson,william.jackson3118@example.com,59733.3,Australia,1986-07-06,Male,+15012201499,2013-05-08,Suspended,Engineering,QA Engineer
James,Moore,james.moore3119@example.com,99651.54,Australia,1991-01-22,Male,+17250326830,2017-09-10,Active,Marketing,Marketing Analyst
Alex,Jackson,alex.jackson3120@example.com,46771.82,Japan,1972-08-16,Female,+15128000731,2020-03-17,Active,Quality Assurance,Marketing Analyst
Sarah,Miller,sarah.miller3121@example.com,94578.39,Brazil,1993-06-06,Female,+17201104441,2023-02-15,On Leave,Marketing,Sales Representative
James,Hernandez,james.hernandez3122@example.com,108603.85,Brazil,1974-06-29,Male,+18866361262,2017-04-14,Terminated,Sales,Software Engineer
Robert,Martin,robert.martin3123@example.com,117939.13,South Africa,1989-06-13,Male,+14867506218,2023-07-17,On Leave,Data,HR Specialist
Laura,Jackson,laura.jackson3124@example.com,64415.92,South Africa,1983-04-10,Female,+12107431348,2016-01-26,Terminated,Human Resources,QA Engineer
Sophia,Martinez,sophia.martinez3125@example.com,142125.96,Germany,1970-04-21,Other,+17663732446,2020-11-13,Active,Engineering,Software Engineer
Robert,Rodriguez,robert.rodriguez3126@example.com,122364.23,Brazil,1984-05-28,Other,+11154792125,2016-03-13,Active,Engineering,HR Specialist
Michael,Johnson,michael.johnson3127@example.com,41183.28,India,1996-09-04,Male,+14459604304,2016-06-25,Active,Quality Assurance,Marketing Analyst
Michael,Thomas,michael.thomas3128@example.com,90469.05,South Africa,1976-10-03,Other,+18588184971,2023-05-02,Suspended,Engineering,QA Engineer
Sophia,Garcia,sophia.garcia3129@example.com,90988.32,India,1975-10-21,Other,+13711604839,2010-12-06,Active,Marketing,Software Engineer
Joseph,Jones,joseph.jones3130@example.com,98361.0,France,1973-06-09,Male,+19928956890,2011-01-22,Terminated,Marketing,Marketing Analyst
Chris,Johnson,chris.johnson3131@example.com,115823.86,India,1974-03-31,Female,+11545195776,2023-01-12,Terminated,Operations,Marketing Analyst
Laura,Hernandez,laura.hernandez3132@example.com,81185.86,South Africa,1994-11-11,Male,+11455613432,2016-11-04,On Leave,Operations,Marketing Analyst
